release_note_date,smushed_event_type,format_event_type,legacy_event_types,admin_interest,security_interest,event_type_description,event_type_tags
2017.51,appusermanagementupdatefrommasterfailed,app.user_management.update_from_master_failed,app.user_management.update_from_master_failed,0,0,Could not apply import.,app
2017.51,appusermanagementusergroupimportcreatefailure,app.user_management.user_group_import.create_failure,app.user_management.user_group_import.create_failure,0,0,Failed to create group from app.,app|app-user-management
2018.03,appusermanagementusergroupimportdeletesuccess,app.user_management.user_group_import.delete_success,app.user_management.user_group_import.delete_success,1,1,Deleted the group from app.,app|app-user-management
2018.03,appusermanagementusergroupimportupdatefailure,app.user_management.user_group_import.update_failure,app.user_management.user_group_import.update_failure,0,0,Failed to update group from app.,app|app-user-management
2018.03,appusermanagementusergroupimportupsertfail,app.user_management.user_group_import.upsert_fail,app.user_management.user_group_import.upsert_failure,0,0,Failed to import the group from app. This event helps identify when a group is failed to be imported. Fired when we skip processing an import of a group.,app|app-user-management
2020.07.1,appusermanagementusergroupimportupsertsuccess,app.user_management.user_group_import.upsert_success,app.user_management.user_group_import.upsert_success,0,0,Imported the group from app.,app|app-user-management
2018.03,applicationappusermappinginvalidexpression,application.appuser.mapping.invalid.expression,application.appuser.mapping.invalid.expression,0,0,App user property mapping has invalid expressions. Can be used to identify invalid expressions. Note that a single event is fired for all invalid expressions.,app
2018.47,applicationcacheinvalidate,application.cache.invalidate,invalidate_app_list.app.created|invalidate_app_list.app.updated|invalidate_app_list.app_details.updated|invalidate_app_list.metadata.changed,0,0,Event fired when a app list cache is invalidated because a new app is created. Can be used to make sure App List cache is invalidated after a new app is created.,invalidate-app-list-cache
2018.42,applicationconfigurationdetecterror,application.configuration.detect_error,app.app_instance.config-error,0,0,Application configuration error detected.,app
2016.13,applicationconfigurationdisabledelauthoutbound,application.configuration.disable_delauth_outbound,app.app_instance.outbound_delauth_disabled,0,0,Disable delegated authentication for app.,app
2016.13,applicationconfigurationdisablefedbrokermode,application.configuration.disable_fed_broker_mode,app.generic.config.fed_broker_mode_disabled,0,0,Disable Federation Broker Mode for app.,app
2017.24,applicationconfigurationenabledelauthoutbound,application.configuration.enable_delauth_outbound,app.app_instance.outbound_delauth_enabled,0,0,Enable delegated authentication for app.,app
2016.13,applicationconfigurationenablefedbrokermode,application.configuration.enable_fed_broker_mode,app.generic.config.fed_broker_mode_enabled,0,0,Enable Federation Broker Mode for app.,app
2017.24,applicationconfigurationimportschema,application.configuration.import_schema,app.api.error.download_app_schema|app.google.user_management.error.download_app_schema|app.jira.api.error.download.server.set.values|app.okta_org2org.user_management.error.download_app_schema|app.okta_org2org.user_management.error.download_user_type|app.okta_org2org.user_management.error.parse_schema|app.okta_org2org.user_management.error.schema.property.not.exist|app.salesforce.user_management.failure.download_user_schema|app.servicenow.api.error.get.costcenters|app.servicenow.api.error.get.departments|app.servicenow.api.error.get.locations|app.servicenow_app2.api.error.get.costcenters|app.servicenow_app2.api.error.get.departments|app.servicenow_app2.api.error.get.locations|app.veeva_vault.api.error.download.custom.objects|app.workday.api.error.user-management-error-download-app-schema,0,0,Okta couldn't download application configuration. Can be used to identify when an app schema couldn't be downloaded from a remote application. Event fired when Okta couldn't download application-specific data from a remote app. This may happen when admin updates provisioning details.,app-api
2017.33,applicationconfigurationresetlogo,application.configuration.reset_logo,app.app_instance.logo_reset,1,0,Reset app logo.,app
2016.13,applicationconfigurationupdate,application.configuration.update,app.api.error.api.validation|app.api.error.download_custom_objects|app.api.error.download_schema_enum_values|app.api.generic.configuration.message|app.boxnet.api.error.validate_parent_folder|app.google.user_management.error.download_custom_objects|app.hipchat.api.error.validation|app.jira.api.error.binding|app.jira.api.error.login|app.jira.api.error.logout|app.netsuite.api.error.download_custom_objects|app.rightscale.api.error.validate|app.sendwordnow.api.error.auth|app.workday.api.error.validate|app.zendesk.api.error.role.restriction|verificationFailed,0,0,Okta couldn't verify api credentials. Can be used when Okta couldn't check the credentials by execution some custom application dependent set of requests. Okta fires this event to notify issues with credentials validation. Could be issues with proper permissions as well.,app-api
2017.33,applicationconfigurationupdateapicredentialsforpasschange,application.configuration.update_api_credentials_for_pass_change,app.user_management.updating_api_credentials_for_password_change,0,0,Update API credentials due to user updating password.,app
2016.13,applicationconfigurationupdatelogo,application.configuration.update_logo,app.app_instance.logo_update,1,0,Change app logo.,app
2016.13,applicationintegrationapiquery,application.integration.api_query,app.hipchat.api.error.query,0,0,Unable to query remote API. Can be used to determine when okta fails to query remote application. Okta fires this event for unspecified events which include remote api response processing.,app-api
2017.33,applicationintegrationauthenticationfailure,application.integration.authentication_failure,app.api.error.auth|app.api.error.oauth.get.token|app.api.error.oauth.refresh.token|app.auth_error.INVALID_CREDENTIALS|app.bigmachines.api.error.connection|app.bigmachines.api.error.login|app.bigmachines.api.error.logout|app.bloomfire.api.error.api.validation|app.bloomfire.sso.error.api_key_empty|app.bloomfire.sso.error.api_key_invalid|app.bloomfire.sso.error.user_not_extracted|app.confluence.api.error.login|app.confluence.api.error.logout|app.cornerstone.api.error.api.validation|app.cornerstone.api.error.init|app.coupa.api.connection.error|app.crashplanpro.api.auth.invalid_login_url|app.crashplanpro.api.invalid_set_of_roles|app.docusign.api.error.no.accounts|app.docusign.api.error.not.account.member|app.dropbox.api.error.validation|app.echosign.api.error.connection|app.egnyte.auth.type.validation.failure|app.egnyte.username.validation.failure|app.evernote_business.api.error.validation|app.gotomeeting.user_management.config.failure.api_login_failure|app.gotomeeting_rest.user_management.config.failure.api_auth_failed|app.netsuite.api.error.auth|app.pagerduty.api.auth.error.invalid.admin.role|app.pagerduty.api.auth.error.invalid.admin.username|app.pagerduty.api.auth.error.invalid.api.key|app.postini.user_management.config.failure.api_login_failed|app.rightscale.api.error.login|app.salesforce.user_management.failure.api_service_not_available|app.salesforce.user_management.failure.general_api_login_failure|app.salesforce.user_management.failure.invalid_api_credentials|app.salesforce.user_management.failure.password_expired|app.servicenow.api.error.validation|app.servicenow_app2.api.error.validation|app.sugarcrm.api.error.login|app.sugarcrm.api.error.logout|app.veeva_vault.api.error.validation|app.yammer.api.error.validation|app.zendesk.api.error.validation.error|github.api.error.empty_oauth_token|github.api.error.not_a_member_of_the_org|github.api.error.not_admin_user,0,0,Error authenticating. Can be used when Okta couldn't authenticate with the provided credentials to a remote api. Okta fires this event when it couldn't access a remote api with provided credentials.,app-api
2017.33,applicationintegrationgeneralfailure,application.integration.general_failure,app.amazon_aws.connected.accounts.modification|app.api.error.generic|app.bloomfire.api.error.generic|app.coupa.api.error|app.crashplanpro.api.rest.unexpected_response_status|app.eqanalyzer.url.encoding|app.exacttarget.api.error.init|app.google.sso.failure.domain_not_found|app.google.sso.failure.invalid_continue_url|app.google.sso.failure.invalid_domain|app.google.sso.failure.relay_state_not_found|app.gotomeeting.user_management.config.failure.api_not_available|app.gotomeeting.user_management.config.failure.api_url_is_malformed|app.gotomeeting_rest.user_management.config.failure.api_not_available|app.rightscale.api.error.idp|app.scim.is.api.account.error|app.sugarcrm.api.error.get.entry.list|app.sugarcrm.api.error.hash.password|app.sugarcrm.api.error.set.entry|app.workday.api.error.bind|roambi.api.error.auth.empty.account.response|roambi.api.error.auth.empty.code|roambi.api.error.auth.unexpected.response,0,0,Generic error occured. Can be used when there is some uncategorized error occurs. Okta fires this event for different unhandled exceptions.,app-api
2017.33,applicationintegrationratelimitexceeded,application.integration.rate_limit_exceeded,app.api.error.rate.limit.exceeded|app.boxnet.api.error.rate_limit_exceeded|app.clarizen.api.error.rate_limit.exceeded|app.dropbox.api.error.rateLimit.exceeded|app.egnyte.rate.limiting.exceeded|app.google.user_management.error.rateLimit|app.hipchat.rateLimit.exceeded|app.litmos.import.rate_limit_exceeded|github.api.error.rate_limit.remaining|github.api.error.rate_limit.reset_date,0,0,API rate limit exceeded. Can be used when Okta reaches api calls/minute rate limit. Okta fires this event when there are too many requests for a specific customer.,app-api
2017.33,applicationintegrationtransferfiles,application.integration.transfer_files,app.boxnet.api.error.transfer.files,0,0,Unable to transfer files. Can be used when Okta fails to transfer files from one user to another. Okta fires this event when it fails to process user-to-user file transfers.,app-api
2017.33,applicationlifecycleactivate,application.lifecycle.activate,app.generic.config.app_activated,1,0,Activate application.,app|event-hook-eligible
2016.13,applicationlifecyclecreate,application.lifecycle.create,app.app_editor.app.create,1,1,Create application.,app|event-hook-eligible
2016.13,applicationlifecycledeactivate,application.lifecycle.deactivate,app.generic.config.app_deactivated,1,0,Deactivate application.,app|event-hook-eligible
2016.13,applicationlifecycledelete,application.lifecycle.delete,app.generic.config.app_deleted,1,0,Delete application.,app|event-hook-eligible
2016.13,applicationlifecycleupdate,application.lifecycle.update,app.app_editor.app.update|app.generic.config.app_updated,1,0,Update application.,app|event-hook-eligible
2016.13,applicationpolicysignondenyaccess,application.policy.sign_on.deny_access,app.app_instance.sign_on_policy.access_denied,0,0,Deny user access due to app sign on policy. When fired due to app assurance being evaluated as unsatisfiable (the policy requirements could not be satisfied by the users' current set of available authenticator enrollments) this event contains information about the user and the app that the user is trying to authenticate into.,app
2016.13,applicationpolicysignonrulecreate,application.policy.sign_on.rule.create,app.app_instance.sign_on_policy.new_rule,1,0,Create rule for app sign on policy.,app
2016.13,applicationpolicysignonruledelete,application.policy.sign_on.rule.delete,app.app_instance.sign_on_policy.delete_rule,1,0,Delete rule from app sign on policy.,app
2016.13,applicationpolicysignonupdate,application.policy.sign_on.update,app.app_instance.sign_on_policy.change,1,0,Update app sign on policy.,app
2016.13,applicationprovisionfieldmappingrulechange,application.provision.field_mapping_rule.change,platform.field_mapping_rule.assign.change|platform.field_mapping_rule.import.change,1,0,Event fired when field mapping rules modified. Can be used to make sure when custom mapping rules are modified.,field-mapping-rule-modification
2018.42,applicationprovisiongroupadd,application.provision.group.add,app.api.error.create.group|app.api.error.upsert_group|app.api.error.upsert_group_duplicate|app.boxnet.api.error.create.group|app.confluence.api.error.create.new.group|app.google.user_management.error.create_group|app.google.user_management.error.create_group_duplicate|app.jira.api.error.create.group|app.jira.api.error.upsert.group|app.samanage.api.error.long_group_name|app.servicenow_app2.api.error.upsert.group,0,0,Fired when Okta provisions a new group on a remote application. Can be used to identify when Okta provisions a group on a remote application. Event fired when the group provisioning failed for any reason.,app-api
2017.33,applicationprovisiongroupimport,application.provision.group.import,app.api.error.download_groups|app.api.error.get_group_by_id|app.boxnet.api.error.download.groups|app.confluence.api.error.parse.groups|app.google.user_management.error.download_groups|app.jira.api.error.download.groups|app.rightscale.api.error.download.groups|app.servicenow_app2.api.error.download.groups|app.workday.api.error.get-groups|app.workday.api.error.parse-groups,0,0,Fired when Okta downloads a remote group. Can be used to identify when Okta tries to download remote group details. Event fired when Okta fails to reach the group detail from a remote application.,app-api
2017.33,applicationprovisiongroupremove,application.provision.group.remove,app.api.error.delete_group|app.boxnet.api.error.delete.group|app.confluence.api.error.remove.group|app.google.user_management.error.delete_group|app.jira.api.error.delete.group|app.servicenow_app2.api.error.delete.group,0,0,Fired when Okta removes a remote group. Can be used to identify when a group has been unassigned. Event fired when Okta failed to delete group from remote application.,app-api
2017.33,applicationprovisiongroupupdate,application.provision.group.update,app.api.error.group_name_long_length|app.api.error.update.group|app.boxnet.api.error.update.group|app.clarizen.api.error.update_group|app.google.user_management.error.update_group|app.jira.api.error.update.group,0,0,Fired when Okta updates the user group. Can be used to identify when a group has been updated. Event fired when Okta fails to update a remote group for any reason.,app-api
2017.33,applicationprovisiongroupverifyexists,application.provision.group.verify_exists,app.api.error.check_group_exists|app.api.error.group.more_than_one_with_same_id|app.api.error.group.not_found|app.boxnet.api.error.check_group_exists|app.confluence.api.error.check.group.exists|app.google.user_management.error.check_group_exists|app.google.user_management.error.check_group_exists.invalid_domain|app.jira.api.error.check.group.exists|app.servicenow_app2.api.warn.upsert.group,0,0,Fired when group no longer exists on a remote application. Can be used to identify when a group no longer exists on a remote application. Event fired when group push enhancement enabled and there is no group found on update or delete.,app-api
2017.33,applicationprovisiongroupmembershipadd,application.provision.group_membership.add,app.api.error.add_group_membership|app.boxnet.api.error.push.groups_set|app.confluence.api.error.add.user.to.group|app.google.user_management.error.add_member_to_group|app.servicenow_app2.api.error.add.group.memberships,0,0,Failed to assign a user to a group. Can be used when Okta failed to assign user to a group on remote application. Okta fires this event if there are any issues while provision a membership to a remote application.,app-api
2017.33,applicationprovisiongroupmembershipimport,application.provision.group_membership.import,app.api.error.download_memberships|app.boxnet.api.error.download.group_users|app.google.user_management.error.download_group_members|app.servicenow_app2.api.error.download.group.memberships|app.workday.api.error.get-group-assignments|app.workday.api.error.parse-group-assignments,0,0,Error while downloading memberships. Can be used when Okta failed to download users and groups relationships. Okta fires this event if there are any issues while importing a membership from a remote application.,app-api
2017.33,applicationprovisiongroupmembershipremove,application.provision.group_membership.remove,app.api.error.remove_group_membership|app.boxnet.api.error.push.remove_from_groups|app.confluence.api.error.remove.user.to.group|app.google.user_management.error.remove_member_from_group|app.servicenow_app2.api.error.delete.group.memberships,0,0,Fired when there is an error while removing user(s) from group. Can be used when Okta failed to unassign user from a group on remote application. Okta fires this event when there are any issues while provision a membership to a remote application.,app-api
2017.33,applicationprovisiongroupmembershipupdate,application.provision.group_membership.update,app.api.error.update_group_membership|app.jira.api.error.update.group.membership|app.salesforce.user_management.failure.add_user_to_public_group|app.salesforce.user_management.failure.remove_user_from_public_group,0,0,Fired when there is an error while updating user group membership for group. Can be used when Okta failed to push updated memberships to a remote application. Okta fires this event when couldn't update memberships on a remote application. Could be user removal/addition.,app-api
2017.33,applicationprovisiongrouppushactivatemapping,application.provision.group_push.activate_mapping,platform.group_push.activate_mapping,0,0,Group push activated mappings.,app
2017.29,applicationprovisiongrouppushdeleteappgroup,application.provision.group_push.delete_appgroup,platform.group_push.delete_appgroup,0,0,Group push deleted application group.,app
2017.29,applicationprovisiongrouppushmappingandgroupsdeletedruledeleted,application.provision.group_push.mapping.and.groups.deleted.rule.deleted,app.user_management.grouppush.mapping.and.groups.deleted.rule.deleted,0,0,An existing mapping and its target groups have been deleted because a mapping rule was deleted.,app
2017.29,applicationprovisiongrouppushmappingappgrouprenamed,application.provision.group_push.mapping.app.group.renamed,app.user_management.grouppush.mapping.app.group.renamed,0,0,A mapped app group has been renamed because the source group was renamed.,app
2017.29,applicationprovisiongrouppushmappingappgrouprenamedfailed,application.provision.group_push.mapping.app.group.renamed.failed,app.user_management.grouppush.mapping.app.group.renamed.failed,0,0,A mapped app group couldn't be renamed when the source group was renamed.,app
2017.29,applicationprovisiongrouppushmappingcreated,application.provision.group_push.mapping.created,app.user_management.grouppush.mapping.created,1,0,A new mapping has been created.,app
2017.29,applicationprovisiongrouppushmappingcreatedfromrulewarningduplicatename,application.provision.group_push.mapping.created.from.rule.warning.duplicate.name,app.user_management.grouppush.mapping.created.from.rule.warning.duplicate.name,0,0,A new mapping from a rule was not created due to a duplicate group name.,app
2017.29,applicationprovisiongrouppushmappingcreatedfromrulewarningduplicatenametobecreated,application.provision.group_push.mapping.created.from.rule.warning.duplicate.name.tobecreated,app.user_management.grouppush.mapping.created.from.rule.warning.duplicate.name.tobecreated,0,0,A new mapping from a rule was not created due to another mapping will be created that has the same user group name.,app
2017.29,applicationprovisiongrouppushmappingcreatedfromrulewarningupsertGroupduplicatename,application.provision.group_push.mapping.created.from.rule.warning.upsertGroup.duplicate.name,app.user_management.grouppush.mapping.created.from.rule.warning.upsertGroup.duplicate.name,0,0,An upsert to a group caused group push rule re-evaluation. A new mapping from a rule was not created due to a duplicate group name.,app
2017.29,applicationprovisiongrouppushmappingdeactivatedsourcegrouprenamed,application.provision.group_push.mapping.deactivated.source.group.renamed,app.user_management.grouppush.mapping.deactivated.source.group.renamed,0,0,An existing mapping has been deactivated because the source group was renamed.,app
2017.29,applicationprovisiongrouppushmappingdeactivatedsourcegrouprenamedfailed,application.provision.group_push.mapping.deactivated.source.group.renamed.failed,app.user_management.grouppush.mapping.deactivated.source.group.renamed.failed,0,0,An existing mapping couldn't be deactivated when the source group was renamed.,app
2017.29,applicationprovisiongrouppushmappingupdateordeletefailed,application.provision.group_push.mapping.update.or.delete.failed,app.user_management.grouppush.mapping.update.or.delete.failed,0,0,Group push mapping change failed and will be retried. Can be used to identify transient errors that may temporarily impact the group push mapping but likely do not require admin intervention. This event typically requires no action as the corresponding operation will be retried. Refer to application.provision.group_push.mapping.update.or.delete.failed for events that may require intervention.,app
2017.29,applicationprovisiongrouppushmappingupdateordeletefailedwitherror,application.provision.group_push.mapping.update.or.delete.failed.with.error,app.user_management.grouppush.mapping.update.or.delete.failed.with.error,0,0,Group push mapping change failed and cannot be retried. Can be used to identify group push mapping errors which may require admin intervention to address. Unlike the similarly named event application.provision.group_push.mapping.update.or.delete.failed when this event is fired the corresponding action that triggered it will not be retried by Okta and may indicate a configuration problem. For example invalid authorization credentials with the target application due to an expired password or invalid access token.,app|event-hook-eligible
2017.29,applicationprovisiongrouppushpushmemberships,application.provision.group_push.push_memberships,platform.group_push.push_memberships,0,0,Group push pushed memberships.,app
2017.29,applicationprovisiongrouppushpushed,application.provision.group_push.pushed,app.user_management.grouppush.pushed,0,0,A group was pushed to an app.,app
2017.29,applicationprovisiongrouppushremoved,application.provision.group_push.removed,app.user_management.grouppush.removed,0,0,A group was removed from an app.,app
2017.29,applicationprovisiongrouppushupdated,application.provision.group_push.updated,app.user_management.grouppush.updated,0,0,A group was updated in an app.,app
2017.29,applicationprovisionintegrationcallapi,application.provision.integration.call_api,app.amazon_aws.api.error.get.roles|app.rum.execution.security.exception|app.rum.execution.standard.attributes.exception|app.rum.failure.timeout.reschedule,0,0,Application integration API called.,app-api
2016.15,applicationprovisionuseractivate,application.provision.user.activate,app.api.error.activate_user|app.user_management.activate_user,0,0,Activate user's application membership.,app-api
2016.14,applicationprovisionuserdeactivate,application.provision.user.deactivate,app.api.error.deactivate_user|app.bigmachines.api.error.deactivate|app.boxnet.api.error.deactivate_user|app.clarizen.api.error.entity.not_found|app.confluence.api.error.deactivate.user|app.confluence.api.error.remove.user|app.cornerstone.api.error.api.deactivate_user|app.dropbox.api.error.deactivation|app.evernote_business.api.error.deactivation|app.exacttarget.api.error.deactivate_user|app.google.user_management.error.deactivate_user|app.hipchat.api.error.deactivation|app.netsuite.api.error.deactivate_user|app.pagerduty.api.deactivate.user.unexpected.status|app.servicenow.api.error.deactivate.user|app.servicenow_app2.api.error.deactivate.user|app.sugarcrm.api.error.deactivate.user|app.user_management.deactivate_user|app.user_management.deactivate_user.api_account|app.user_management.deactivate_user_failed|app.veeva_vault.api.error.deactivate.user|app.yammer.api.error.deactivation|roambi.api.error.deactivate_user.confirmation,0,0,Push user deactivation to external application.,app-api
2016.14,applicationprovisionuserdeprovision,application.provision.user.deprovision,app.user_management.deprovision_task_complete,0,0,Deprovision user from external application.,app
2016.14,applicationprovisionuserimport,application.provision.user.import,app.api.error.download_users|app.bloomfire.api.error.download_users|app.boxnet.api.error.download.users|app.confluence.api.error.download.users|app.dropbox.api.error.download.users|app.echosign.api.error.download.users|app.exacttarget.api.error.download_users|app.google.user_management.error.download_org_units|app.google.user_management.error.download_users|app.gotomeeting.user_management.config.failure.user_import|app.gotomeeting_rest.user_management.config.failure.user_import|app.hipchat.api.error.download.users|app.jira.api.error.download.users|app.netsuite.api.error.download_users|app.postini.user_management.failure.download_users|app.rightscale.api.error.download.users|app.salesforce.user_management.failure.user_import|app.sendwordnow.api.error.service|app.servicenow.api.error.download.users|app.servicenow_app2.api.error.download.users|app.sugarcrm.api.error.download.users|app.veeva_vault.api.error.download.users|app.workday.api.error.connect-custom-report|app.workday.api.error.custom-report-unknown-failure|app.workday.api.error.get-locations|app.workday.api.error.get-tx-logs|app.workday.api.error.get-worker-by-username|app.workday.api.error.get-workers|app.workday.api.error.minimum-concurrent-connections|app.workday.api.error.parse-custom-report|app.workday.api.error.parse-workers|app.workday.api.error.timezone-deactivations-processing-errors|app.workday.api.error.universal-directory-setup-error|app.workday.api.get-custom-report-data-empty|app.yammer.api.error.download.users|gooddata.api.error.project.access.forbidden,0,0,Deactivate user from external application.,app-api
2017.33,applicationprovisionuserimportprofile,application.provision.user.import_profile,app.api.error.import_user_by_id|app.api.error.import_user_profile|app.bigmachines.api.error.import|app.boxnet.api.error.import.user.profile|app.confluence.api.error.convert.remote.user.to.app.user|app.confluence.api.error.get.user|app.confluence.api.error.get.user.groups|app.confluence.api.error.import.user.profile|app.cornerstone.api.error.api.import_profile|app.crashplanpro.api.user_not_found|app.docusign.api.error.import.inactive.user|app.docusign.api.error.import.permission.profile|app.dropbox.api.error.import.profile|app.dropbox.api.error.query|app.echosign.api.error.import.profile|app.exacttarget.api.error.import_user_profile|app.google.user_management.error.import_user_profile|app.hipchat.api.error.import.profile|app.jira.api.error.check.get.user|app.jira.api.error.convert.remote.user.to.app.user|app.jira.api.error.import.user.profile|app.netsuite.api.error.import_user_profile|app.rightscale.api.error.get.users|app.sendwordnow.api.error.get_user|app.sendwordnow.api.error.import_user_profile|app.servicenow.api.error.import.user.profile|app.servicenow_app2.api.error.import.manager.profile|app.servicenow_app2.api.error.import.user.profile|app.sugarcrm.api.error.import.user.profile|app.veeva_vault.api.error.import.user.profile|app.workday.api.error.get-worker-by-id|app.yammer.api.error.import.profile,0,0,Import profile from external application.,app-api
2017.33,applicationprovisionuserpassword,application.provision.user.password,app.api.error.empty_password|app.api.error.push_password_update|app.confluence.api.error.push.password.update|app.cornerstone.api.error.api.password_push|app.dropbox.api.error.push.password.update|app.exacttarget.api.error.push_password_update|app.google.user_management.error.push_password_update|app.hipchat.api.error.push.password|app.jira.api.error.push.password.update|app.netsuite.api.error.push_password_update|app.salesforce.user_management.failure.cant.push.password|app.salesforce.user_management.sso.only.user.password.rejected|app.servicenow.api.error.push.password.update|app.servicenow_app2.api.error.push.password.update|app.sugarcrm.api.error.push.password.update,0,0,Issue pushing user password to external application.,app-api
2017.33,applicationprovisionuserpush,application.provision.user.push,app.api.error.create_pending_user|app.api.error.create_user|app.api.error.user.not_found|app.api.error.user.not_found_or_deleted|app.bigmachines.api.error.create|app.bloomfire.api.error.create_user|app.boxnet.api.error.assign_folder_permissions|app.boxnet.api.error.create_new_user|app.boxnet.api.error.create_personal_folder|app.boxnet.api.error.create_personal_folder.conflict|app.boxnet.api.error.invalid_user_login|app.boxnet.api.error.personal_folder_name|app.boxnet.api.error.personal_folder_sync_state|app.confluence.api.error.create.new.user|app.cornerstone.api.error.api.create_user|app.dropbox.api.error.create.user|app.echosign.api.error.create|app.evernote_business.api.error.create.user|app.evernote_business.api.error.create.user.limit.reached|app.exacttarget.api.error.create_user|app.google.user_management.error.create_new_user|app.google.user_management.error.invalid_manager|app.google.user_management.error.invalid_orgunit_id|app.gotomeeting.user_management.config.failure.user_provisioning|app.gotomeeting_rest.user_management.config.failure.user_provisioning|app.hipchat.api.error.create.user|app.jira.api.error.create.new.user|app.netsuite.api.error.create_user|app.postini.user_management.config.failure.provisioning|app.rightscale.api.error.create.user|app.salesforce.user_management.failure.provisioning|app.samanage.api.error.incorrect.attribute|app.sendwordnow.api.error.create_user|app.servicenow.api.error.create.new.user|app.servicenow_app2.api.error.create.new.user|app.sugarcrm.api.error.create.new.user|app.user_management.push_new_user|app.user_management.push_pending_user|app.veeva_vault.api.error.create.new.user|app.yammer.api.error.create.user|app.yammer.api.warn.send.invite|gooddata.api.error.incorrect.roles.count|gooddata.api.error.project.assignment.failed|gooddata.api.error.project.not.found,0,1,Push new user to external application.,app-api
2016.14,applicationprovisionuserpushoktapassword,application.provision.user.push_okta_password,app.user_management.push_okta_password_update,0,0,Push user's Okta password to application.,app
2016.14,applicationprovisionuserpushpassword,application.provision.user.push_password,app.user_management.push_unique_password_update,0,0,Push user's password to application.,app
2016.14,applicationprovisionuserpushprofile,application.provision.user.push_profile,app.api.error.manager.not_found_for_user|app.api.error.push_profile_update|app.bigmachines.api.error.profile.update|app.boxnet.api.error.add.email.alias|app.boxnet.api.error.push.profile.update|app.boxnet.api.error.user.push.conflict_in_group|app.confluence.api.error.convert.app.user.to.remote.user|app.confluence.api.error.push.profile.update|app.cornerstone.api.error.api.push_profile|app.crashplanpro.api.user_has_invalid_fields|app.docusign.api.error.update.inactive.user|app.docusign.api.error.update.permission.profile|app.dropbox.api.error.push.profile|app.dropbox.api.error.set.user.permissions|app.exacttarget.api.error.push_profile_update|app.generic.user_management.error.add_manager_to_user|app.google.api.error.InsufficientPermission|app.google.license_management.error.assign_license|app.google.license_management.error.remove_license|app.google.role_management.error.assign_role|app.google.role_management.error.remove_role|app.google.user_management.error.push_profile_update|app.google.user_management.error.reconcile_email_aliases|app.hipchat.api.error.push.profile|app.jira.api.error.convert.app.user.to.remote.user|app.jira.api.error.push.profile.update|app.netsuite.api.error.push_profile_update|app.pagerduty.api.push.profile.update.unexpected.status|app.rightscale.api.error.push.profile|app.sendwordnow.api.error.update_user_profile|app.servicenow.api.error.import.manager.profile|app.servicenow.api.error.push.profile.update|app.servicenow_app2.api.error.push.profile.update|app.sugarcrm.api.error.push.profile.update|app.user_management.provision_user.user_inactive|app.user_management.push_profile_failure|app.user_management.push_profile_success|app.user_management.push_profile_update|app.veeva_vault.api.error.push.profile.update|app.workday.api.error.get-employee-personal-info|app.workday.api.error.update-employee-personal-info|app.workday.api.error.user-management-error-push-profile-update|app.yammer.api.error.push.profile|moveit_dmz.error.too.long.username.or.email,0,0,Push user's profile to external application.,app-api
2016.14,applicationprovisionuserreactivate,application.provision.user.reactivate,app.api.error.reactivate_user|app.bigmachines.api.error.activate|app.boxnet.api.error.reactivate_user|app.confluence.api.error.reactivate.user|app.cornerstone.api.error.api.reactivate_user|app.exacttarget.api.error.reactivate_user|app.google.user_management.error.reactivate_user|app.hipchat.api.error.reactivation|app.netsuite.api.error.reactivate_user|app.servicenow.api.error.reactivate.user|app.servicenow_app2.api.error.reactivate.user|app.sugarcrm.api.error.reactivate.user|app.user_management.reactivate_user|app.veeva_vault.api.error.reactivate.user|roambi.api.error.reactivate_user.confirmation,0,0,Push user reactivation in external application.,app-api
2016.14,applicationprovisionusersync,application.provision.user.sync,app.user_management.provision_user|app.user_management.provision_user_failed,0,0,Sync user in external application.,app|event-hook-eligible
2016.14,applicationprovisionuserverifyexists,application.provision.user.verify_exists,app.api.error.check_user_exists|app.api.error.user.more_than_one_with_same_id|app.bigmachines.api.error.check.user.exists|app.bloomfire.api.error.check_user_exists|app.boxnet.api.error.check_user_exists|app.confluence.api.error.check.user.exists|app.cornerstone.api.error.api.check_user_exists|app.crashplanpro.api.ambiguous_search_results_by_user|app.dropbox.api.error.check.user|app.echosign.api.error.search.by.id|app.echosign.api.error.search.by.login|app.exacttarget.api.error.check_user_exists|app.google.user_management.error.check_user_exists|app.google.user_management.error.check_user_exists.invalid_domain|app.hipchat.api.error.check.user|app.jira.api.error.check.user.exists|app.netsuite.api.error.check_user_exists|app.sendwordnow.api.error.user_exists|app.servicenow.api.error.check.user.exists|app.servicenow_app2.api.error.check.user.exists|app.sugarcrm.api.error.check.user.exists|app.user_management.verified_user_with_thirdparty|app.veeva_vault.api.error.check.user.exists|app.yammer.api.error.check.user|github.api.error.user_not_found,0,0,Verify user exists in external application.,app-api
2016.14,applicationregistrationpolicylifecyclecreate,application.registration_policy.lifecycle.create,app.registration_policy.lifecycle.create,1,0,Create registration policy.,app
2017.52,applicationregistrationpolicylifecycleupdate,application.registration_policy.lifecycle.update,app.registration_policy.lifecycle.update,1,0,Update registration policy.,app
2017.52,applicationusermembershipadd,application.user_membership.add,app.generic.provision.assign_user_to_app,0,1,Add user to application membership.,event-hook-eligible|user-provision
2016.02,applicationusermembershipapprove,application.user_membership.approve,app.generic.provision.approve_user_for_app,0,0,User approved for application (assigned by not provisioned).,user-provision
